what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1357578138399
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1357578138411
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1357578138533
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1357578138550
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.402.v201102071010,"org.eclipse.jst.j2ee.ejb",1357578138574
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1357578138583
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1357578138717
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1357578139046
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.7.2.201109122348-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1357578140021
started,bundle,org.springframework.ide.eclipse.webflow.core,2.7.2.201109122348-RELEASE,"org.springframework.ide.eclipse.webflow.core",1357578141850
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578165344
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578181213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578182332
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578224741
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578228483
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578807294
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578914735
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357578926388
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1357578933164
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1357578934926
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1357578935108
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357579095600
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357579098036
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357579099942
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357580371376
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357580372323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1357634854326
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1357634859557
